anio,MeetCountry,n_mujeres_pais_anio,n_hombres_pais_anio,n_total_pais_anio,pct_participacion_femenina
2026,Algeria,0,126,126,0.0
2026,Argentina,564,1192,1756,32.12
2026,Australia,1468,2428,3896,37.68
2026,Austria,286,766,1052,27.19
2026,Belgium,141,464,605,23.31
2026,Belize,17,25,42,40.48
2026,Bolivia,13,43,56,23.21
2026,Brazil,283,718,1001,28.27
2026,Brunei,2,12,14,14.29
2026,Canada,1511,2488,3999,37.78
2026,Chile,79,246,325,24.31
2026,China,332,1048,1380,24.06
2026,Colombia,247,620,867,28.49
2026,Costa Rica,30,67,97,30.93
2026,Croatia,105,218,323,32.51
2026,Czechia,358,774,1132,31.63
2026,Denmark,135,376,511,26.42
2026,Dominican Republic,13,31,44,29.55
2026,Ecuador,2,7,9,22.22
2026,England,2046,3820,5866,34.88
2026,Faroe Islands,2,9,11,18.18
2026,Finland,745,1181,1926,38.68
2026,France,1186,3058,4244,27.95
2026,Germany,680,2039,2719,25.01
2026,Greece,91,250,341,26.69
2026,Guyana,4,37,41,9.76
2026,Honduras,5,16,21,23.81
2026,Hungary,265,726,991,26.74
2026,Iceland,100,171,271,36.9
2026,India,723,1595,2318,31.19
2026,Ireland,448,1004,1452,30.85
2026,Isle of Man,5,3,8,62.5
2026,Israel,34,106,140,24.29
2026,Italy,1541,3419,4960,31.07
2026,Jamaica,12,31,43,27.91
2026,Japan,235,458,693,33.91
2026,Latvia,34,83,117,29.06
2026,Lithuania,297,471,768,38.67
2026,Luxembourg,39,43,82,47.56
2026,Madagascar,12,43,55,21.82
2026,Malaysia,86,137,223,38.57
2026,Malta,134,178,312,42.95
2026,Mexico,342,860,1202,28.45
2026,Morocco,8,34,42,19.05
2026,N.Ireland,111,215,326,34.05
2026,Netherlands,308,687,995,30.95
2026,New Zealand,297,488,785,37.83
2026,Norway,358,742,1100,32.55
2026,Panama,31,65,96,32.29
2026,Philippines,54,102,156,34.62
2026,Poland,1493,4300,5793,25.77
2026,Portugal,40,101,141,28.37
2026,Puerto Rico,28,88,116,24.14
2026,Qatar,22,72,94,23.4
2026,Romania,23,53,76,30.26
2026,Russia,1124,3352,4476,25.11
2026,Scotland,414,484,898,46.1
2026,Serbia,26,142,168,15.48
2026,Singapore,86,193,279,30.82
2026,Slovakia,82,378,460,17.83
2026,Slovenia,32,79,111,28.83
2026,South Africa,104,232,336,30.95
2026,South Korea,42,91,133,31.58
2026,Spain,362,819,1181,30.65
2026,Sweden,533,1036,1569,33.97
2026,Switzerland,122,250,372,32.8
2026,Thailand,18,53,71,25.35
2026,Trinidad and Tobago,17,104,121,14.05
2026,Turkey,27,221,248,10.89
2026,UAE,34,94,128,26.56
2026,UK,459,760,1219,37.65
2026,US Virgin Islands,14,15,29,48.28
2026,USA,53222,70943,124165,42.86
2026,Ukraine,429,984,1413,30.36
2026,Vietnam,58,146,204,28.43
2026,Wales,91,220,311,29.26
